price,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_Kitchen,amenities_Wifi,amenities_Smoke alarm,amenities_Essentials,amenities_Hot water,amenities_Hair dryer,amenities_Dishes and silverware,amenities_Hangers,amenities_Cooking basics,amenities_Bed linens,amenities_Iron,amenities_Refrigerator,amenities_Heating,amenities_Microwave,amenities_TV
$92.00,Centre ville (Bordeaux),autre,Entire home/apt,1,2.5,1.0,1.0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0
$210.00,Bordeaux Sud,Entire villa,Entire home/apt,5,1.5,3.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
,Capeyron,Entire townhouse,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
,Eysines,Entire home,Entire home/apt,6,,3.0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$91.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1
$91.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0
,Nansouty - Saint Gens,Entire home,Entire home/apt,4,,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Talence,Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
$120.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,2.0,3.0,4.0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
$60.00,Gradignan,Entire guest suite,Entire home/apt,2,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,5,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$81.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
,Chartrons - Grand Parc - Jardin Public,Entire condo,Entire home/apt,3,,2.0,,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,3,,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
$65.00,Nansouty - Saint Gens,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
$159.00,Bgles,Entire home,Entire home/apt,7,1.0,4.0,5.0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0
$85.00,Villenave-d'Ornon,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
$33.00,Chiquet-Fontaudin,Private room in home,Private room,2,1.5,1.0,1.0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
$115.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1
$76.00,Centre ville (Bordeaux),Entire condo,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
$100.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0
$70.00,Le Taillan-Mdoc,Private room in townhouse,Private room,2,1.0,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
$151.00,Le Taillan-Mdoc,Entire townhouse,Entire home/apt,4,1.0,2.0,3.0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,5,,3.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$72.00,Chartrons - Grand Parc - Jardin Public,Private room in townhouse,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$315.00,Talence,Entire villa,Entire home/apt,8,2.0,4.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,Eysines,Entire villa,Entire home/apt,6,,3.0,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
,Saint Augustin - Tauzin - Alphonse Dupeux,Entire rental unit,Entire home/apt,4,,2.0,,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0
$32.00,Le Monteil,Private room in townhouse,Private room,2,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
$110.00,Le Monteil,Entire townhouse,Entire home/apt,6,1.0,3.0,3.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
$60.00,Bourran,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
$45.00,Centre ville (Merignac),Private room in casa particular,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$57.00,Talence,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
$70.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$260.00,Eysines,Entire villa,Entire home/apt,8,2.0,4.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,Floirac,Entire condo,Entire home/apt,6,,3.0,,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
$114.00,Nansouty - Saint Gens,Entire condo,Entire home/apt,2,1.0,0.0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
,Eysines,Private room in rental unit,Private room,2,,,,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
$115.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
$32.00,Chiquet-Fontaudin,Private room in home,Private room,2,1.5,1.0,2.0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
$220.00,Le Bouscat,Entire townhouse,Entire home/apt,5,1.5,3.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
,Gradignan,autre,Entire home/apt,2,,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,Bruges,Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
,Caudran,Entire rental unit,Entire home/apt,2,,1.0,,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
$75.00,Lormont,Entire condo,Entire home/apt,4,1.0,2.0,2.0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
,Bgles,Entire condo,Entire home/apt,2,,1.0,,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
,Talence,Entire guesthouse,Entire home/apt,2,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
$100.00,Bordeaux Maritime,Entire rental unit,Entire home/apt,6,1.0,3.0,2.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
,Lormont,Entire townhouse,Entire home/apt,6,,2.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
$49.00,Nansouty - Saint Gens,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1
$71.00,Caudran,Entire townhouse,Entire home/apt,4,1.0,2.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
,Saint Augustin - Tauzin - Alphonse Dupeux,Entire villa,Entire home/apt,6,,1.0,,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
$408.00,Beaudsert,autre,Entire home/apt,12,2.0,5.0,6.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
$280.00,La Bastide,Entire townhouse,Entire home/apt,6,2.0,3.0,3.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
,Gambetta-Mairie-Lissandre,Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$120.00,Bordeaux Maritime,autre,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
$69.00,Bordeaux Sud,Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
,La Bastide,Entire townhouse,Entire home/apt,6,,2.0,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
$35.00,Saint-Vincent-de-Paul,Private room in home,Private room,2,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
$70.00,Villenave-d'Ornon,Entire guest suite,Entire home/apt,5,1.0,1.0,3.0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1
$280.00,Artigues-Prs-Bordeaux,Entire townhouse,Entire home/apt,6,2.0,3.0,3.0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
,Bordeaux Maritime,Entire condo,Entire home/apt,4,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$368.00,Nansouty - Saint Gens,Entire townhouse,Entire home/apt,10,4.0,5.0,7.0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
$90.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1
$103.00,La Bastide,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
,Arlac,Entire home,Entire home/apt,4,,1.0,,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
$67.00,Artigues-Prs-Bordeaux,Entire guesthouse,Entire home/apt,4,1.0,1.0,2.0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0
$65.00,Saint-Mdard-en-Jalles,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
$41.00,Gambetta-Mairie-Lissandre,Private room in condo,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
$99.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
$35.00,Nansouty - Saint Gens,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
,Caudran,Private room in condo,Private room,2,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
$65.00,Bordeaux Sud,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
,Bruges,Entire home,Entire home/apt,5,,4.0,,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
$75.00,La Bastide,Entire loft,Entire home/apt,4,1.0,1.0,1.0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1
,Eysines,Entire townhouse,Entire home/apt,6,,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,2,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
$280.00,Caudran,Entire townhouse,Entire home/apt,8,4.5,4.0,4.0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0
$150.00,Bgles,Entire home,Entire home/apt,7,1.5,4.0,4.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
,Villenave-d'Ornon,Entire rental unit,Entire home/apt,4,,1.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
$85.00,Le Bouscat,Entire condo,Entire home/apt,4,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brivazac-Candau,Entire home,Entire home/apt,3,,1.0,,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
$60.00,Villenave-d'Ornon,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
$115.00,La Bastide,Entire townhouse,Entire home/apt,4,1.0,2.0,3.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
$85.00,Le Bouscat,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1
,Floirac,Entire townhouse,Entire home/apt,8,,4.0,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
$85.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0
$270.00,Martignas-sur-Jalle,Entire villa,Entire home/apt,8,2.0,4.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$150.00,Bruges,autre,Entire home/apt,4,1.0,3.0,3.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
$65.00,Chartrons - Grand Parc - Jardin Public,Private room in rental unit,Private room,2,2.0,1.0,1.0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0
$230.00,Le Taillan-Mdoc,Entire villa,Entire home/apt,8,1.0,4.0,4.0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
,Bgles,Private room in townhouse,Private room,2,,,,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
$200.00,Blanquefort,Entire villa,Entire home/apt,9,2.5,4.0,6.0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0
$49.00,Le Bouscat,Private room in townhouse,Private room,2,1.0,1.0,1.0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
$327.00,Saint-Aubin-de-Mdoc,Entire villa,Entire home/apt,6,3.0,4.0,4.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
,Bgles,Private room in rental unit,Private room,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$230.00,Gradignan,Entire villa,Entire home/apt,8,3.5,4.0,6.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
,Centre ville (Merignac),Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
,Villenave-d'Ornon,Entire home,Entire home/apt,6,,3.0,,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
$45.00,La Bastide,Private room in townhouse,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
$64.00,Bgles,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$185.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Capeyron,Entire rental unit,Entire home/apt,3,,2.0,,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0
$58.00,Saint-Aubin-de-Mdoc,Entire condo,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
,La Bastide,Entire condo,Entire home/apt,2,,1.0,,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
$75.00,Centre ville (Merignac),Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
$105.00,Talence,Entire townhouse,Entire home/apt,6,1.0,2.0,3.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
$107.00,Nansouty - Saint Gens,Private room in townhouse,Private room,1,1.5,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
$92.00,Bordeaux Sud,Room in hotel,Private room,2,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
$136.00,Bordeaux Sud,Room in hotel,Private room,2,1.0,1.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
$147.00,Bordeaux Sud,Room in hotel,Private room,4,1.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
$108.00,Bordeaux Sud,Room in hotel,Private room,4,1.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
$97.00,Bordeaux Sud,Room in hotel,Private room,2,1.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
$130.00,Arlac,Entire villa,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
$75.00,Les Eyquems,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
$225.00,Centre ville (Bordeaux),Private room in guesthouse,Private room,4,1.0,1.0,3.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
$175.00,Centre ville (Bordeaux),Private room in guesthouse,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0
$103.00,Le Haillan,Entire townhouse,Entire home/apt,4,1.0,3.0,3.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
$65.00,Blanquefort,Entire condo,Entire home/apt,4,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$105.00,Bordeaux Sud,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
$59.00,Nansouty - Saint Gens,Private room in townhouse,Private room,1,1.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
$145.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
$135.00,Blanquefort,Entire condo,Entire home/apt,6,2.0,3.0,4.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
$109.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,2.0,,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0
$75.00,Blanquefort,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1
$90.00,Talence,Entire guesthouse,Entire home/apt,2,1.0,2.0,2.0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
$55.00,Nansouty - Saint Gens,Private room in townhouse,Private room,2,1.0,1.0,2.0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0
,Le Bouscat,Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
,Bgles,Entire home,Entire home/apt,5,,3.0,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
$75.00,Les Eyquems,Entire home,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
$110.00,Caudran,Entire rental unit,Entire home/apt,3,1.0,2.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$320.00,Saint-Aubin-de-Mdoc,Entire villa,Entire home/apt,4,1.5,3.0,3.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
$60.00,Chartrons - Grand Parc - Jardin Public,Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
,Villenave-d'Ornon,Private room in townhouse,Private room,1,,2.0,,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1
,Nansouty - Saint Gens,Entire townhouse,Entire home/apt,7,,3.0,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
$167.00,Centre ville (Bordeaux),Entire townhouse,Entire home/apt,4,2.0,2.0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
$146.00,Le Bouscat,Entire home,Entire home/apt,8,2.0,4.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,Magonty,Private room in home,Private room,2,,,,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0
,Bruges,Entire condo,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
$550.00,Centre ville (Bordeaux),Entire townhouse,Entire home/apt,8,2.0,4.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Chemin Long,Private room in rental unit,Private room,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
$220.00,Bordeaux Sud,Entire townhouse,Entire home/apt,7,2.0,3.0,4.0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0
,Arago-La Chataigneraie,Entire condo,Entire home/apt,2,,1.0,,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1
,Caudran,Entire townhouse,Entire home/apt,3,,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
$163.00,Nansouty - Saint Gens,Entire townhouse,Entire home/apt,5,2.0,3.0,4.0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0
$105.00,Chartrons - Grand Parc - Jardin Public,Entire loft,Entire home/apt,2,1.0,1.0,1.0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0
,Saint Augustin - Tauzin - Alphonse Dupeux,Entire home,Entire home/apt,4,,2.0,,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
,Bgles,Entire home,Entire home/apt,4,,2.0,,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
$90.00,La Glacire,Private room in casa particular,Private room,2,1.0,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
,Le Monteil,Entire villa,Entire home/apt,14,,6.0,,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
$65.00,Ambars-et-Lagrave,Entire home,Entire home/apt,2,1.0,1.0,2.0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
,Bgles,Entire home,Entire home/apt,4,,3.0,,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1
,Bordeaux Maritime,Entire condo,Entire home/apt,4,,1.0,,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
$86.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.5,1.0,0.0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0
,Talence,Entire home,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
,La Glacire,Private room in guest suite,Private room,2,,1.0,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
$170.00,Le Haillan,Entire townhouse,Entire home/apt,6,3.5,4.0,4.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
$126.00,Gambetta-Mairie-Lissandre,Entire townhouse,Entire home/apt,6,1.0,3.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Le Bouscat,Entire villa,Entire home/apt,6,,3.0,,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1
$30.00,Villenave-d'Ornon,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$60.00,Saint-Mdard-en-Jalles,Entire home,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
$150.00,Floirac,Entire townhouse,Entire home/apt,6,2.0,4.0,4.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
$69.00,Artigues-Prs-Bordeaux,Entire guest suite,Entire home/apt,2,1.0,1.0,2.0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
$80.00,Centre ville (Bordeaux),Entire condo,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$84.00,Bgles,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,6,,2.0,,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
$41.00,Le Monteil,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$291.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$46.00,Le Monteil,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$84.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
$64.00,Artigues-Prs-Bordeaux,Entire guesthouse,Entire home/apt,2,1.0,1.0,2.0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
$98.00,Bordeaux Maritime,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
,Talence,Entire rental unit,Entire home/apt,2,,,,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
$55.00,Le Bourg,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0
$150.00,Villenave-d'Ornon,Entire villa,Entire home/apt,4,1.5,2.0,3.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
$85.00,Bruges,autre,Entire home/apt,3,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$79.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
$47.00,Bordeaux Sud,Private room in home,Private room,2,2.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$86.00,Nansouty - Saint Gens,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
$72.00,Villenave-d'Ornon,Entire townhouse,Entire home/apt,4,2.0,2.0,2.0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
$299.00,Talence,Entire villa,Entire home/apt,8,3.0,4.0,4.0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1
$200.00,Bruges,Entire home,Entire home/apt,8,3.0,4.0,4.0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
,Bordeaux Sud,Entire townhouse,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$47.00,Bordeaux Sud,Private room in home,Private room,2,2.0,1.0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
$47.00,Bordeaux Sud,Private room in home,Private room,2,2.0,1.0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
$90.00,Centre ville (Bordeaux),Entire condo,Entire home/apt,4,1.0,1.0,2.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
$120.00,Villenave-d'Ornon,Private room in villa,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
